行政区划代码	行政区划名称	行政区划拼音	上级行政区划代码
310108	闸北区	zbq	310000
310109	虹口区	hkq	310000
310110	杨浦区	ypq	310000
310112	闵行区	mxq	310000
310113	宝山区	bsq	310000
310114	嘉定区	jdq	310000
310115	浦东新区	pdxq	310000
310116	金山区	jsq	310000
310117	松江区	sjq	310000
310118	青浦区	qpq	310000
310119	南汇区	nhq	310000
310120	奉贤区	fxq	310000
310230	崇明县	cmx	310000
320000	江苏省	jss	
320100	南京市	njs	320000
320102	玄武区	xwq	320100
320103	白下区	bxq	320100
320104	秦淮区	qhq	320100
320105	建邺区	jyq	320100
320106	鼓楼区	glq	320100
320107	下关区	xgq	320100
320111	浦口区	pkq	320100
320113	栖霞区	qxq	320100
320114	雨花台区	yhtq	320100
320115	江宁区	jnq	320100
320116	六合区	lhq	320100
320124	溧水县	lsx	320100
320125	高淳县	gcx	320100
320200	无锡市	wxs	320000
320202	崇安区	caq	320200
320203	南长区	ncq	320200
320204	北塘区	btq	320200
320205	锡山区	xsq	320200
320206	惠山区	hsq	320200
320211	滨湖区	bhq	320200
320212	新区	xq	320200
320281	江阴市	jys	320200
320282	宜兴市	yxs	320200
320300	徐州市	xzs	320000
320302	鼓楼区	glq	320300
320303	云龙区	ylq	320300
320304	九里区	jlq	320300
320305	贾汪区	jwq	320300
320311	泉山区	qsq	320300
320321	丰县	fx	320300
320322	沛县	px	320300
320323	铜山县	tsx	320300
320324	睢宁县	snx	320300
320381	新沂市	xys	320300
320382	邳州市	pzs	320300
320400	常州市	czs	320000
320402	天宁区	tnq	320400
320404	钟楼区	zlq	320400
320405	戚墅堰区	qsyq	320400
320411	新北区	xbq	320400
320412	武进区	wjq	320400
320481	溧阳市	lys	320400
320482	金坛市	jts	320400
320500	苏州市	szs	320000
320502	沧浪区	clq	320500
320503	平江区	pjq	320500
320504	金阊区	jcq	320500
320505	虎丘区	hqq	320500
320506	吴中区	wzq	320500
320507	相城区	xcq	320500
320581	常熟市	css	320500
320582	张家港市	zjgs	320500
320583	昆山市	kss	320500
320584	吴江市	wjs	320500
320585	太仓市	tcs	320500
320600	南通市	nts	320000
320602	崇川区	ccq	320600
320611	港闸区	gzq	320600
320621	海安县	hax	320600
320623	如东县	rdx	320600
320681	启东市	qds	320600
320682	如皋市	rgs	320600
320683	通州市	tzs	320600
320684	海门市	hms	320600
320700	连云港市	lygs	320000
320703	连云区	lyq	320700
320705	新浦区	xpq	320700
320706	海州区	hzq	320700
320721	赣榆县	gyx	320700
320722	东海县	dhx	320700
320723	灌云县	gyx	320700
320724	灌南县	gnx	320700
320800	淮安市	has	320000
320802	清河区	qhq	320800
320803	楚州区	czq	320800
320804	淮阴区	hyq	320800
320811	清浦区	qpq	320800
320826	涟水县	lsx	320800
320829	洪泽县	hzx	320800
320830	盱眙县	xyx	320800
320831	金湖县	jhx	320800
320900	盐城市	ycs	320000
320902	亭湖区	thq	320900
320903	盐都区	ydq	320900
320921	响水县	xsx	320900
320922	滨海县	bhx	320900
320923	阜宁县	fnx	320900
320924	射阳县	syx	320900
320925	建湖县	jhx	320900
320981	东台市	dts	320900
320982	大丰市	dfs	320900
321000	扬州市	yzs	320000
321002	广陵区	glq	321000
321003	邗江区	hjq	321000
321011	维扬区	wyq	321000
321012	经济开发区	jjkfq	321000
321013	胥浦区	xpq	321000
321023	宝应县	byx	321000
321081	仪征市	yzs	321000
321084	高邮市	gys	321000
321088	江都市	jds	321000
321100	镇江市	zjs	320000
321102	京口区	jkq	321100
321111	润州区	rzq	321100
321112	丹徒区	dtq	321100
321181	丹阳市	dys	321100
321182	扬中市	yzs	321100
321183	句容市	jrs	321100
321200	泰州市	tzs	320000
321202	海陵区	hlq	321200
321203	高港区	ggq	321200
321281	兴化市	xhs	321200
321282	靖江市	jjs	321200
321283	泰兴市	txs	321200
321284	姜堰市	jys	321200
321300	宿迁市	sqs	320000
321302	宿城区	scq	321300
321321	宿豫县	syx	321300
321322	沭阳县	syx	321300
321323	泗阳县	syx	321300
321324	泗洪县	shx	321300
330000	浙江省	zjs	
330100	杭州市	hzs	330000
330102	上城区	scq	330100
330103	下城区	xcq	330100
330104	江干区	jgq	330100
330105	拱墅区	gsq	330100
330106	西湖区	xhq	330100
330108	滨江区	bjq	330100
330109	萧山区	xsq	330100
330110	余杭区	yhq	330100
330122	桐庐县	tlx	330100
330127	淳安县	cax	330100
330182	建德市	jds	330100
330183	富阳市	fys	330100
330185	临安市	las	330100
330200	宁波市	nbs	330000
330203	海曙区	hsq	330200
330204	江东区	jdq	330200
330205	江北区	jbq	330200
330206	北仑区	blq	330200
330211	镇海区	zhq	330200
330212	鄞州区	yzq	330200
330225	象山县	xsx	330200
330226	宁海县	nhx	330200
330281	余姚市	yys	330200
330282	慈溪市	cxs	330200
330283	奉化市	fhs	330200
330300	温州市	wzs	330000
330302	鹿城区	lcq	330300
330303	龙湾区	lwq	330300
330304	瓯海区	ohq	330300
330322	洞头县	dtx	330300
330324	永嘉县	yjx	330300
330326	平阳县	pyx	330300
330327	苍南县	cnx	330300
330328	文成县	wcx	330300
330329	泰顺县	tsx	330300
330381	瑞安市	ras	330300
330382	乐清市	lqs	330300
330400	嘉兴市	jxs	330000
330402	秀城区	xcq	330400
330411	秀洲区	xzq	330400
330421	嘉善县	jsx	330400
330424	海盐县	hyx	330400
330481	海宁市	hns	330400
330482	平湖市	phs	330400
330483	桐乡市	txs	330400
330500	湖州市	hzs	330000
330502	吴兴区	wxq	330500
330503	南浔区	nxq	330500
330521	德清县	dqx	330500
330522	长兴县	cxx	330500
330523	安吉县	ajx	330500
330600	绍兴市	sxs	330000
330602	越城区	ycq	330600
330621	绍兴县	sxx	330600
330624	新昌县	xcx	330600
330681	诸暨市	zjs	330600
330682	上虞市	sys	330600
330683	嵊州市	szs	330600
330700	金华市	jhs	330000
330702	婺城区	wcq	330700
330703	金东区	jdq	330700
330723	武义县	wyx	330700
330726	浦江县	pjx	330700
330727	磐安县	pax	330700
330781	兰溪市	lxs	330700
330782	义乌市	yws	330700
330783	东阳市	dys	330700
330784	永康市	yks	330700
330800	衢州市	qzs	330000
330802	柯城区	kcq	330800
330803	衢江区	qjq	330800
330822	常山县	csx	330800
330824	开化县	khx	330800
330825	龙游县	lyx	330800
330881	江山市	jss	330800
330900	舟山市	zss	330000
330902	定海区	dhq	330900
330903	普陀区	ptq	330900
330921	岱山县	dsx	330900
330922	嵊泗县	ssx	330900
331000	台州市	tzs	330000
331002	椒江区	jjq	331000
331003	黄岩区	hyq	331000
331004	路桥区	lqq	331000
331021	玉环县	yhx	331000
331022	三门县	smx	331000
331023	天台县	ttx	331000
331024	仙居县	xjx	331000
331081	温岭市	wls	331000
331082	临海市	lhs	331000
331100	丽水市	lss	330000
331102	莲都区	ldq	331100
331121	青田县	qtx	331100
331122	缙云县	jyx	331100
331123	遂昌县	scx	331100
331124	松阳县	syx	331100
331125	云和县	yhx	331100
331126	庆元县	qyx	331100
331127	景宁畲族自治县	jnszzzx	331100
331181	龙泉市	lqs	331100
340000	安徽省	ahs	
340100	合肥市	hfs	340000
340102	瑶海区	yhq	340100
340103	庐阳区	lyq	340100
340104	蜀山区	ssq	340100
340111	包河区	bhq	340100
340121	长丰县	cfx	340100
340122	肥东县	fdx	340100
340123	肥西县	fxx	340100
340200	芜湖市	whs	340000
340202	镜湖区	jhq	340200
340203	弋江区	yjq	340200
340204	新芜区	xwq	340200
340207	鸠江区	jjq	340200
340208	三山区	ssq	340200
340221	芜湖县	whx	340200
340222	繁昌县	fcx	340200
340223	南陵县	nlx	340200
340300	蚌埠市	bbs	340000
340312	蚌山区	bsq	340300
340313	淮上区	hsq	340300
340314	龙子湖区	lzhq	340300
340315	禹会区	yhq	340300
340321	怀远县	hyx	340300
340322	五河县	whx	340300
340323	固镇县	gzx	340300
340400	淮南市	hns	340000
340402	大通区	dtq	340400
340403	田家庵区	tjaq	340400
340404	谢家集区	xjjq	340400
340405	八公山区	bgsq	340400
340406	潘集区	pjq	340400
340421	凤台县	ftx	340400
340500	马鞍山市	mass	340000
340502	金家庄区	jjzq	340500
340503	花山区	hsq	340500
340504	雨山区	ysq	340500
340521	当涂县	dtx	340500
340600	淮北市	hbs	340000
340602	杜集区	djq	340600
340603	相山区	xsq	340600
340604	烈山区	lsq	340600
340621	濉溪县	sxx	340600
340700	铜陵市	tls	340000
340702	铜官山区	tgsq	340700
340703	狮子山区	szsq	340700
340711	郊区	jq	340700
340721	铜陵县	tlx	340700
340800	安庆市	aqs	340000
340802	迎江区	yjq	340800
340803	大观区	dgq	340800
340811	宜秀区	yxq	340800
340822	怀宁县	hnx	340800
340823	枞阳县	zyx	340800
340824	潜山县	qsx	340800
340825	太湖县	thx	340800
340826	宿松县	ssx	340800
340827	望江县	wjx	340800
340828	岳西县	yxx	340800
340881	桐城市	tcs	340800
341000	黄山市	hss	340000
341002	屯溪区	txq	341000
341003	黄山区	hsq	341000
341004	徽州区	hzq	341000
341021	歙县	sx	341000
341022	休宁县	xnx	341000
341023	黟县	yx	341000
341024	祁门县	qmx	341000
341100	滁州市	czs	340000
341102	琅琊区	lyq	341100
341103	南谯区	nqq	341100
341122	来安县	lax	341100
341124	全椒县	qjx	341100
341125	定远县	dyx	341100
341126	凤阳县	fyx	341100
341181	天长市	tcs	341100
341182	明光市	mgs	341100
341200	阜阳市	fys	340000
341202	颍州区	yzq	341200
341203	颍东区	ydq	341200
341204	颍泉区	yqq	341200
341221	临泉县	lqx	341200
341222	太和县	thx	341200
341225	阜南县	fnx	341200
341226	颍上县	ysx	341200
341282	界首市	jss	341200
341300	宿州市	szs	340000
341302	墉桥区	yqq	341300
341321	砀山县	dsx	341300
341322	萧县	xx	341300
341323	灵璧县	lbx	341300
341324	泗县	sx	341300
341400	巢湖市	chs	340000
341402	居巢区	jcq	341400
341421	庐江县	ljx	341400
341422	无为县	wwx	341400
341423	含山县	hsx	341400
341424	和县	hx	341400
341500	六安市	las	340000
341502	金安区	jaq	341500
341503	裕安区	yaq	341500
341521	寿县	sx	341500
341522	霍邱县	hqx	341500
341523	舒城县	scx	341500
341524	金寨县	jzx	341500
341525	霍山县	hsx	341500
341600	亳州市	bzs	340000
341602	谯城区	qcq	341600
341621	涡阳县	wyx	341600
341622	蒙城县	mcx	341600
341623	利辛县	lxx	341600
341700	池州市	czs	340000
341702	贵池区	gcq	341700
341721	东至县	dzx	341700
341722	石台县	stx	341700
341723	青阳县	qyx	341700
341800	宣城市	xcs	340000
341802	宣州区	xzq	341800
341821	郎溪县	lxx	341800
341822	广德县	gdx	341800
341823	泾县	jx	341800
341824	绩溪县	jxx	341800
341825	旌德县	jdx	341800
341881	宁国市	ngs	341800
350000	福建省	fjs	
350100	福州市	fzs	350000
350102	鼓楼区	glq	350100
350103	台江区	tjq	350100
350104	仓山区	csq	350100
350105	马尾区	mwq	350100
350111	晋安区	jaq	350100
350121	闽侯县	mhx	350100
350122	连江县	ljx	350100
350123	罗源县	lyx	350100
350124	闽清县	mqx	350100
350125	永泰县	ytx	350100
350128	平潭县	ptx	350100
350181	福清市	fqs	350100
350182	长乐市	cls	350100
350200	厦门市	xms	350000
350203	思明区	smq	350200
350205	海沧区	hcq	350200
350206	湖里区	hlq	350200
350211	集美区	jmq	350200
350212	同安区	taq	350200
350213	翔安区	xaq	350200
350300	莆田市	pts	350000
350302	城厢区	cxq	350300
350303	涵江区	hjq	350300
350304	荔城区	lcq	350300
350305	秀屿区	xyq	350300
350322	仙游县	xyx	350300
350400	三明市	sms	350000
350402	梅列区	mlq	350400
350403	三元区	syq	350400
350421	明溪县	mxx	350400
350423	清流县	qlx	350400
350424	宁化县	nhx	350400
350425	大田县	dtx	350400
350426	尤溪县	yxx	350400
350427	沙县	sx	350400
350428	将乐县	jlx	350400
350429	泰宁县	tnx	350400
350430	建宁县	jnx	350400
350481	永安市	yas	350400
350500	泉州市	qzs	350000
350502	鲤城区	lcq	350500
350503	丰泽区	fzq	350500
350504	洛江区	ljq	350500
350505	泉港区	qgq	350500
350521	惠安县	hax	350500
350524	安溪县	axx	350500
350525	永春县	ycx	350500
350526	德化县	dhx	350500
350527	金门县	jmx	350500
350581	石狮市	sss	350500
350582	晋江市	jjs	350500
350583	南安市	nas	350500
350600	漳州市	zzs	350000
350602	芗城区	xcq	350600
350603	龙文区	lwq	350600
350622	云霄县	yxx	350600
350623	漳浦县	zpx	350600
350624	诏安县	zax	350600
350625	长泰县	ctx	350600
350626	东山县	dsx	350600
350627	南靖县	njx	350600
350628	平和县	phx	350600
350629	华安县	hax	350600
350681	龙海市	lhs	350600
350700	南平市	nps	350000
350702	延平区	ypq	350700
350721	顺昌县	scx	350700
350722	浦城县	pcx	350700
350723	光泽县	gzx	350700
350724	松溪县	sxx	350700
350725	政和县	zhx	350700
350781	邵武市	sws	350700
350782	武夷山市	wyss	350700
350783	建瓯市	jos	350700
350784	建阳市	jys	350700
350800	龙岩市	lys	350000
350802	新罗区	xlq	350800
350821	长汀县	ctx	350800
350822	永定县	ydx	350800
350823	上杭县	shx	350800
350824	武平县	wpx	350800
350825	连城县	lcx	350800
350881	漳平市	zps	350800
350900	宁德市	nds	350000
350902	蕉城区	qcq	350900
350921	霞浦县	xpx	350900
350922	古田县	gtx	350900
350923	屏南县	pnx	350900
350924	寿宁县	snx	350900
350925	周宁县	znx	350900
350926	柘荣县	zrx	350900
350981	福安市	fas	350900
350982	福鼎市	fds	350900
360000	江西省	jxs	
360100	南昌市	ncs	360000
360102	东湖区	dhq	360100
360103	西湖区	xhq	360100
360104	青云谱区	qypq	360100
360105	湾里区	wlq	360100
360111	青山湖区	qshq	360100
360121	南昌县	ncx	360100
360122	新建县	xjx	360100
360123	安义县	ayx	360100
360124	进贤县	jxx	360100
360200	景德镇市	jdzs	360000
360202	昌江区	cjq	360200
360203	珠山区	zsq	360200
360222	浮梁县	flx	360200
360281	乐平市	lps	360200
360300	萍乡市	pxs	360000
360302	安源区	ayq	360300
360313	湘东区	xdq	360300
360321	莲花县	lhx	360300
360322	上栗县	slx	360300
360323	芦溪县	lxx	360300
360400	九江市	jjs	360000
360402	庐山区	lsq	360400
360403	浔阳区	xyq	360400
360421	九江县	jjx	360400
360423	武宁县	wnx	360400
360424	修水县	xsx	360400
360425	永修县	yxx	360400
360426	德安县	dax	360400
360427	星子县	xzx	360400
360428	都昌县	dcx	360400
360429	湖口县	hkx	360400
360430	彭泽县	pzx	360400
360481	瑞昌市	rcs	360400
360499	共青城	gqc	360400
360500	新余市	xys	360000
360502	渝水区	ysq	360500
360521	分宜县	fyx	360500
360600	鹰潭市	yts	360000
360602	月湖区	yhq	360600
360622	余江县	yjx	360600
360681	贵溪市	gxs	360600
360700	赣州市	gzs	360000
360702	章贡区	zgq	360700
360721	赣县	gx	360700
360722	信丰县	xfx	360700
360723	大余县	dyx	360700
360724	上犹县	syx	360700
360725	崇义县	cyx	360700
360726	安远县	ayx	360700
360727	龙南县	lnx	360700
360728	定南县	dnx	360700
360729	全南县	qnx	360700
360730	宁都县	ndx	360700
360731	于都县	ydx	360700
360732	兴国县	xgx	360700
360733	会昌县	hcx	360700
360734	寻乌县	xwx	360700
360735	石城县	scx	360700
360781	瑞金市	rjs	360700
360782	南康市	nks	360700
360800	吉安市	jas	360000
360802	吉州区	jzq	360800
360803	青原区	qyq	360800
360821	吉安县	jax	360800
360822	吉水县	jsx	360800
360823	峡江县	xjx	360800
360824	新干县	xgx	360800
360825	永丰县	yfx	360800
360826	泰和县	thx	360800
360827	遂川县	scx	360800
360828	万安县	wax	360800
360829	安福县	afx	360800
360830	永新县	yxx	360800
360881	井冈山市	jgss	360800
360900	宜春市	ycs	360000
360902	袁州区	yzq	360900
360921	奉新县	fxx	360900
360922	万载县	wzx	360900
360923	上高县	sgx	360900
360924	宜丰县	yfx	360900
360925	靖安县	jax	360900
360926	铜鼓县	tgx	360900
360981	丰城市	fcs	360900
360982	樟树市	zss	360900
360983	高安市	gas	360900
361000	抚州市	fzs	360000
361002	临川区	lcq	361000
361021	南城县	ncx	361000
361022	黎川县	lcx	361000
361023	南丰县	nfx	361000
361024	崇仁县	crx	361000
361025	乐安县	lax	361000
361026	宜黄县	yhx	361000
361027	金溪县	jxx	361000
361028	资溪县	zxx	361000
361029	东乡县	dxx	361000
361030	广昌县	gcx	361000
361100	上饶市	srs	360000
361102	信州区	xzq	361100
361121	上饶县	srx	361100
361122	广丰县	gfx	361100
361123	玉山县	ysx	361100
361124	铅山县	qsx	361100
361125	横峰县	hfx	361100
361126	弋阳县	yyx	361100
361127	余干县	ygx	361100
361128	鄱阳县	pyx	361100
361129	万年县	wnx	361100
361130	婺源县	wyx	361100
361181	德兴市	dxs	361100
370000	山东省	sds	
370100	济南市	jns	370000
370102	历下区	lxq	370100
370103	市中区	szq	370100
370104	槐荫区	hyq	370100
370105	天桥区	tqq	370100
370112	历城区	lcq	370100
370113	长清区	cqq	370100
370124	平阴县	pyx	370100
370125	济阳县	jyx	370100
370126	商河县	shx	370100
370181	章丘市	zqs	370100
370200	青岛市	qds	370000
370202	市南区	snq	370200
370203	市北区	sbq	370200
370205	四方区	sfq	370200
370211	黄岛区	hdq	370200
370212	崂山区	lsq	370200
370213	李沧区	lcq	370200
370214	城阳区	cyq	370200
370281	胶州市	jzs	370200
370282	即墨市	jms	370200
370283	平度市	pds	370200
370284	胶南市	jns	370200
370285	莱西市	lxs	370200
370300	淄博市	zbs	370000
370302	淄川区	zcq	370300
370303	张店区	zdq	370300
370304	博山区	bsq	370300
370305	临淄区	lzq	370300
370306	周村区	zcq	370300
370321	桓台县	htx	370300
370322	高青县	gqx	370300
370323	沂源县	yyx	370300
370400	枣庄市	zzs	370000
370402	市中区	szq	370400
370403	薛城区	xcq	370400
370404	峄城区	ycq	370400
370405	台儿庄区	tezq	370400
370406	山亭区	stq	370400
370481	滕州市	tzs	370400
370500	东营市	dys	370000
370502	东营区	dyq	370500
370503	河口区	hkq	370500
370521	垦利县	klx	370500
370522	利津县	ljx	370500
370523	广饶县	grx	370500
370600	烟台市	yts	370000
370602	芝罘区	zfq	370600
370611	福山区	fsq	370600
370612	牟平区	mpq	370600
370613	莱山区	lsq	370600
370614	开发区	kfq	370600
370634	长岛县	cdx	370600
370681	龙口市	lks	370600
370682	莱阳市	lys	370600
370683	莱州市	lzs	370600
370684	蓬莱市	pls	370600
370685	招远市	zys	370600
370686	栖霞市	qxs	370600
370687	海阳市	hys	370600
370700	潍坊市	wfs	370000
370702	潍城区	wcq	370700
370703	寒亭区	htq	370700
370704	坊子区	fzq	370700
370705	奎文区	kwq	370700
370724	临朐县	lqx	370700
370725	昌乐县	clx	370700
370781	青州市	qzs	370700
370782	诸城市	zcs	370700
370783	寿光市	sgs	370700
370784	安丘市	aqs	370700
370785	高密市	gms	370700
370786	昌邑市	cys	370700
370800	济宁市	jns	370000
370802	市中区	szq	370800
370811	任城区	rcq	370800
370826	微山县	wsx	370800
370827	鱼台县	ytx	370800
370828	金乡县	jxx	370800
370829	嘉祥县	jxx	370800
370830	汶上县	wsx	370800
370831	泗水县	ssx	370800
370832	梁山县	lsx	370800
370881	曲阜市	qfs	370800
370882	兖州市	yzs	370800
370883	邹城市	zcs	370800
370900	泰安市	tas	370000
370902	泰山区	tsq	370900
370903	岱岳区	dyq	370900
370921	宁阳县	nyx	370900
370923	东平县	dpx	370900
370982	新泰市	xts	370900
370983	肥城市	fcs	370900
371000	威海市	whs	370000
371002	环翠区	hcq	371000
371081	文登市	wds	371000
371082	荣成市	rcs	371000
371083	乳山市	rss	371000
371100	日照市	rzs	370000
371102	东港区	dgq	371100
371103	岚山区	lsq	371100
371121	五莲县	wlx	371100
371122	莒县	jx	371100
371200	莱芜市	lws	370000
371202	莱城区	lcq	371200
371203	钢城区	gcq	371200
371300	临沂市	lys	370000
371302	兰山区	lsq	371300
371311	罗庄区	lzq	371300
371312	河东区	hdq	371300
371321	沂南县	ynx	371300
371322	郯城县	tcx	371300
371323	沂水县	ysx	371300
371324	苍山县	csx	371300
371325	费县	fx	371300
371326	平邑县	pyx	371300
371327	莒南县	jnx	371300
371328	蒙阴县	myx	371300
371329	临沭县	lsx	371300
371400	德州市	dzs	370000
371402	德城区	dcq	371400
371421	陵县	lx	371400
371422	宁津县	njx	371400
371423	庆云县	qyx	371400
371424	临邑县	lyx	371400
371425	齐河县	qhx	371400
371426	平原县	pyx	371400
371427	夏津县	xjx	371400
371428	武城县	wcx	371400
371481	乐陵市	lls	371400
371482	禹城市	ycs	371400
371500	聊城市	lcs	370000
371502	东昌府区	dcfq	371500
371521	阳谷县	ygx	371500
371522	莘县	sx	371500
371523	茌平县	cpx	371500
371524	东阿县	dax	371500
371525	冠县	gx	371500
371526	高唐县	gtx	371500
371581	临清市	lqs	371500
371600	滨州市	bzs	370000
371602	滨城区	bcq	371600
371621	惠民县	hmx	371600
371622	阳信县	yxx	371600
371623	无棣县	wdx	371600
371624	沾化县	zhx	371600
371625	博兴县	bxx	371600
371626	邹平县	zpx	371600
371700	荷泽市	hzs	370000
371702	牡丹区	mdq	371700
371721	曹县	cx	371700
371722	单县	dx	371700
371723	成武县	cwx	371700
371724	巨野县	jyx	371700
371725	郓城县	ycx	371700
371726	鄄城县	jcx	371700
371727	定陶县	dtx	371700
371728	东明县	dmx	371700
410000	河南省	hns	
410100	郑州市	zzs	410000
410102	中原区	zyq	410100
410103	二七区	eqq	410100
410104	管城回族区	gchzq	410100
410105	金水区	jsq	410100
410106	上街区	sjq	410100
410108	邙山区	msq	410100
410122	中牟县	zmx	410100
410181	巩义市	gys	410100
410182	荥阳市	xys	410100
410183	新密市	xms	410100
410184	新郑市	xzs	410100
410185	登封市	dfs	410100
410200	开封市	kfs	410000
410202	龙亭区	ltq	410200
410203	顺河回族区	shhzq	410200
410204	鼓楼区	glq	410200
410205	南关区	ngq	410200
410211	郊区	jq	410200
410221	杞县	qx	410200
410222	通许县	txx	410200
410223	尉氏县	wsx	410200
410224	开封县	kfx	410200
410225	兰考县	lkx	410200
410300	洛阳市	lys	410000
410302	老城区	lcq	410300
410303	西工区	xgq	410300
410304	廛河回族区	chhzq	410300
410305	涧西区	jxq	410300
410306	吉利区	jlq	410300
410307	洛龙区	llq	410300
410322	孟津县	mjx	410300
410323	新安县	xax	410300
410324	栾川县	lcx	410300
410325	嵩县	sx	410300
410326	汝阳县	ryx	410300
410327	宜阳县	yyx	410300
410328	洛宁县	lnx	410300
410329	伊川县	ycx	410300
410381	偃师市	yss	410300
410400	平顶山市	pdss	410000
410402	新华区	xhq	410400
410403	卫东区	wdq	410400
410404	石龙区	slq	410400
410411	湛河区	zhq	410400
410421	宝丰县	bfx	410400
410422	叶县	yx	410400
410423	鲁山县	lsx	410400
410425	郏县	jx	410400
410481	舞钢市	wgs	410400
410482	汝州市	rzs	410400
410500	安阳市	ays	410000
410502	文峰区	wfq	410500
410503	北关区	bgq	410500
410505	殷都区	ydq	410500
410506	龙安区	laq	410500
410522	安阳县	ayx	410500
410523	汤阴县	tyx	410500
410526	滑县	hx	410500
410527	内黄县	nhx	410500
410581	林州市	lzs	410500
410600	鹤壁市	hbs	410000
410602	鹤山区	hsq	410600
410603	山城区	scq	410600
410611	淇滨区	qbq	410600
410621	浚县	jx	410600
410622	淇县	qx	410600
410700	新乡市	xxs	410000
410702	红旗区	hqq	410700
410703	卫滨区	wbq	410700
410704	凤泉区	fqq	410700
410711	牧野区	myq	410700
410721	新乡县	xxx	410700
410724	获嘉县	hjx	410700
410725	原阳县	yyx	410700
410726	延津县	yjx	410700
410727	封丘县	fqx	410700
410728	长垣县	cyx	410700
410781	卫辉市	whs	410700
410782	辉县市	hxs	410700
410800	焦作市	jzs	410000
410802	解放区	jfq	410800
410803	中站区	zzq	410800
410804	马村区	mcq	410800
410811	山阳区	syq	410800
410821	修武县	xwx	410800
410822	博爱县	bax	410800
410823	武陟县	wzx	410800
410825	温县	wx	410800
410881	济源市	jys	410000
410882	沁阳市	qys	410800
410883	孟州市	mzs	410800
410900	濮阳市	pys	410000
410902	华龙区	hlq	410900
410922	清丰县	qfx	410900
410923	南乐县	nlx	410900
410926	范县	fx	410900
410927	台前县	tqx	410900
410928	濮阳县	pyx	410900
411000	许昌市	xcs	410000
411002	魏都区	wdq	411000
411023	许昌县	xcx	411000
411024	鄢陵县	ylx	411000
411025	襄城县	xcx	411000
411081	禹州市	yzs	411000
411082	长葛市	cgs	411000
411100	漯河市	lhs	410000
